decision_state_id,dataset_id,machine_archetype,decision_severity,temporal_type,top_recommended_action,top_action_name,top_suitability_score,top_urgency_score,top_effectiveness_score,top_operational_risk,top_confidence,top_final_verdict,top_reasoning_summary,alternative_actions,candidate_ranking_order,num_candidates_evaluated,insufficient_information,uncertainty_explanation,llm_provider,llm_model,eval_latency_ms,evaluated_at
DS_HYDR_WATCH_1763,uci_hydraulic,hydraulic_test_rig,WATCH,multirate_cycle,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,65,85,10,0.9,RECOMMENDED,Watch-tier state and pressure trends warrant increased monitoring frequency without invasive intervention.,"[""ACT_INSP_PRESSURE_HYDRAULIC""]",ACT_MON_ENHANCED > ACT_INSP_PRESSURE_HYDRAULIC > ACT_MON_CONTINUE > ACT_CORR_CLEAN_PURGE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.010697+00:00
DS_HYDR_WATCH_1766,uci_hydraulic,hydraulic_test_rig,WATCH,multirate_cycle,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,60,85,5,0.9,RECOMMENDED,Watch-tier severity and pressure trends warrant increased monitoring frequency without invasive intervention.,"[""ACT_INSP_PRESSURE_HYDRAULIC""]",ACT_MON_ENHANCED > ACT_INSP_PRESSURE_HYDRAULIC > ACT_MON_CONTINUE > ACT_CORR_CLEAN_PURGE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.010705+00:00
DS_HYDR_WATCH_1783,uci_hydraulic,hydraulic_test_rig,WATCH,multirate_cycle,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,65,85,5,0.9,RECOMMENDED,Watch-tier severity and pressure trends warrant increased monitoring frequency without invasive downtime.,"[""ACT_INSP_PRESSURE_HYDRAULIC""]",ACT_MON_ENHANCED > ACT_INSP_PRESSURE_HYDRAULIC > ACT_MON_CONTINUE > ACT_CORR_CLEAN_PURGE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.010713+00:00
DS_HYDR_WATCH_1892,uci_hydraulic,hydraulic_test_rig,WATCH,multirate_cycle,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,50,80,10,0.9,RECOMMENDED,Watch-tier severity and pressure trends warrant increased monitoring frequency without invasive downtime.,"[""ACT_INSP_PRESSURE_HYDRAULIC""]",ACT_MON_ENHANCED > ACT_INSP_PRESSURE_HYDRAULIC > ACT_MON_CONTINUE > ACT_CORR_CLEAN_PURGE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.010722+00:00
DS_TEP_F1.0_CRIT_351,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,80,90,70,40,0.9,RECOMMENDED,Critical anomaly breach necessitates orderly controlled shutdown.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,40020,2026-09-22T14:22:22.893704+00:00
DS_TEP_F2.0_CRIT_351,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,80,90,70,50,0.9,RECOMMENDED,Critical anomaly breach necessitates immediate controlled shutdown.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,50839,2026-09-22T14:34:14.336536+00:00
DS_TEP_F2.0_CRIT_278,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,90,100,80,60,0.9,RECOMMENDED,Critical anomaly breach; orderly controlled shutdown to isolate asset.,"[""ACT_REPL_OVERHAUL""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,111321,2026-09-22T14:33:23.328099+00:00
DS_TEP_F2.0_CRIT_314,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,80,90,70,60,0.9,RECOMMENDED,Immediate controlled shutdown to prevent asset damage.,"[""ACT_REPL_OVERHAUL""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,174328,2026-09-22T14:34:37.403735+00:00
DS_TEP_F3.0_CRIT_278,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,90,95,80,60,0.95,RECOMMENDED,Critical anomaly breach; orderly shutdown to isolate asset.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,52148,2026-09-22T14:37:15.051111+00:00
DS_TEP_F3.0_CRIT_489,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,90,95,80,70,0.9,RECOMMENDED,Critical anomaly breach necessitates immediate controlled shutdown.,"[""ACT_REPL_OVERHAUL"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,53834,2026-09-22T14:38:08.886878+00:00
DS_TEP_F4.0_CRIT_351,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,80,90,70,60,0.9,RECOMMENDED,Critical anomaly breach necessitates orderly shutdown.,"[""ACT_REPL_OVERHAUL"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,42002,2026-09-22T14:38:50.895157+00:00
DS_TEP_F6.0_CRIT_351,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,95,90,20,0.95,RECOMMENDED,Critical anomaly requires immediate shutdown to prevent catastrophic failure.,"[""ACT_REPL_OVERHAUL""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,ollama,qwen3:4b,25922,2026-09-22T14:43:25.732740+00:00
DS_TEP_F6.0_CRIT_489,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,80,90,70,50,0.9,RECOMMENDED,Critical anomaly breach; orderly shutdown to isolate asset.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,24743,2026-09-22T14:40:14.580522+00:00
DS_TEP_F7.0_CRIT_489,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,90,100,80,70,0.9,RECOMMENDED,Critical anomaly breach; orderly controlled shutdown to isolate asset.,"[""ACT_REPL_OVERHAUL""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,37360,2026-09-22T14:42:30.597017+00:00
DS_TEP_F9.0_CRIT_278,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_DERATE_LOAD,ACT_OP_DERATE_LOAD,85,90,80,30,0.65,RECOMMENDED,Derating load mitigates critical stress without immediate high-cost shutdown.,"[""ACT_INSP_SUBSYSTEM"", ""ACT_OP_CONTROLLED_SHUTDOWN""]",ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,True,"Sensor names are anonymous (xmeas_1, xmeas_2), preventing precise mapping to specific physical failure modes (e.g., pressure vs. temperature), which limits confidence in selecting the optimal mitigation strategy.",groq,qwen/qwen3.8-27b,2672,2026-09-22T14:43:28.408182+00:00
DS_TEP_F10.0_CRIT_351,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,80,90,70,40,0.9,RECOMMENDED,Immediate controlled shutdown to prevent asset damage.,"[""ACT_REPL_OVERHAUL""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,41597,2026-09-22T14:23:20.719063+00:00
DS_TEP_F10.0_CRIT_314,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,80,90,70,40,0.9,RECOMMENDED,Critical anomaly breach necessitates immediate controlled shutdown.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,104443,2026-09-22T14:24:07.339522+00:00
DS_TEP_F11.0_CRIT_489,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,95,95,40,0.9,RECOMMENDED,Critical severity and severe process parameter surges necessitate an immediate controlled shutdown.,"[""ACT_OP_DERATE_LOAD""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_OP_DERATE_LOAD > ACT_REPL_OVERHAUL > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.010861+00:00
DS_TEP_F12.0_CRIT_351,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,90,95,80,60,0.9,RECOMMENDED,Critical anomaly breach requires immediate controlled shutdown.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,111606,2026-09-22T14:25:58.948664+00:00
DS_TEP_F12.0_CRIT_278,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,90,100,80,60,0.9,RECOMMENDED,Critical anomaly breach necessitates immediate shutdown.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,42805,2026-09-22T14:24:37.856972+00:00
DS_TEP_F14.0_CRIT_351,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,95,95,30,0.9,RECOMMENDED,Critical severity and rapid transient shifts require an immediate controlled shutdown to prevent failure.,"[""ACT_OP_DERATE_LOAD""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.010890+00:00
DS_TEP_F14.0_CRIT_314,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,90,95,80,70,0.9,RECOMMENDED,Critical anomaly breach; orderly controlled shutdown to isolate asset.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,46891,2026-09-22T14:26:45.842889+00:00
DS_TEP_F15.0_CRIT_278,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,90,95,80,70,0.9,RECOMMENDED,Critical anomaly breach; orderly controlled shutdown to isolate asset.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,49495,2026-09-22T14:28:12.621165+00:00
DS_TEP_F15.0_CRIT_314,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,80,90,70,40,0.9,RECOMMENDED,Critical anomaly breach; orderly shutdown to isolate asset.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,47000,2026-09-22T14:28:59.629069+00:00
DS_TEP_F17.0_CRIT_351,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,80,90,70,40,0.9,RECOMMENDED,Immediate controlled shutdown to prevent catastrophic failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,48668,2026-09-22T14:29:48.302032+00:00
DS_TEP_F17.0_CRIT_313,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.95,RECOMMENDED,Critical anomaly; immediate shutdown necessary.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.010938+00:00
DS_TEP_F18.0_CRIT_351,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,95,90,20,0.85,RECOMMENDED,Critical severity with rapid positive drift in high-magnitude process variables necessitates immediate isolation.,"[""ACT_OP_DERATE_LOAD""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.010952+00:00
DS_TEP_F19.0_CRIT_351,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,90,95,80,70,0.9,RECOMMENDED,Immediate controlled shutdown to prevent asset damage.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,47766,2026-09-22T14:31:32.004913+00:00
DS_TEP_F20.0_CRIT_278,tennessee_eastman,chemical_plant,CRITICAL,time_series,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,80,90,70,40,0.9,RECOMMENDED,Critical anomaly breach; orderly controlled shutdown to isolate asset.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,181190,2026-09-22T14:37:38.595591+00:00
DS_TEP_F0_456818,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,80,50,70,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,23591,2026-09-22T14:19:33.702680+00:00
DS_TEP_F0_478067,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,90,50,80,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,25662,2026-09-22T14:19:59.371656+00:00
DS_TEP_F0_146562,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,90,20,80,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,34204,2026-09-22T14:18:12.799792+00:00
DS_TEP_F0_483124,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,5,90,5,0.95,RECOMMENDED,Nominal telemetry and healthy severity tier justify standard operation without intervention.,"[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.011010+00:00
DS_TEP_F0_970736,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,80,20,60,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,25578,2026-09-22T14:22:04.054164+00:00
DS_TEP_F0_163828,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,100,20,80,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,23348,2026-09-22T14:18:36.151909+00:00
DS_TEP_F0_159122,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,80,20,70,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,23043,2026-09-22T14:18:14.604604+00:00
DS_TEP_F0_228477,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,95,10,90,5,0.95,RECOMMENDED,"System operates normally within a healthy calibrated state, supporting continued standard production.","[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.011045+00:00
DS_TEP_F0_384539,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,90,80,5,0.9,RECOMMENDED,Enhanced monitoring is recommended due to conservative baseline option.,"[""ACT_MON_PARAMETER_LOG"", ""ACT_MON_CONTINUE""]",ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG > ACT_MON_CONTINUE,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,23244,2026-09-22T14:19:01.182843+00:00
DS_TEP_F0_913019,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,90,20,80,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,26690,2026-09-22T14:21:42.871509+00:00
DS_TEP_F0_549877,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,90,20,80,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,24088,2026-09-22T14:19:58.795867+00:00
DS_TEP_F0_801821,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,90,20,80,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,25823,2026-09-22T14:21:38.473553+00:00
DS_TEP_F0_45649,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,90,20,80,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,33037,2026-09-22T14:19:34.222851+00:00
DS_TEP_F0_133783,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,90,50,80,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED"", ""ACT_MON_PARAMETER_LOG""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,34759,2026-09-22T14:17:51.559247+00:00
DS_TEP_F0_315955,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,10,80,30,0.95,RECOMMENDED,Conservative baseline option to track micro-variations.,"[""ACT_MON_CONTINUE""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,23330,2026-09-22T14:18:37.936718+00:00
DS_TEP_F0_589102,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,90,20,80,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,50482,2026-09-22T14:20:49.280339+00:00
DS_TEP_F0_6776,tennessee_eastman,chemical_plant,HEALTHY,time_series,ACT_MON_CONTINUE,ACT_MON_CONTINUE,90,50,80,10,0.9,RECOMMENDED,Nominal operating telemetry within standard envelope.,"[""ACT_MON_ENHANCED""]",ACT_MON_CONTINUE > ACT_MON_ENHANCED > ACT_MON_PARAMETER_LOG,3,False,,huggingface,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,36771,2026-09-22T14:21:12.648245+00:00
